id,nct_id,outcome_id,non_inferiority_type,non_inferiority_description,param_type,param_value,dispersion_type,dispersion_value,p_value_modifier,p_value,ci_n_sides,ci_percent,ci_lower_limit,ci_upper_limit,ci_upper_limit_na_comment,p_value_description,method,method_description,estimate_description,groups_description,other_analysis_description,ci_upper_limit_raw,ci_lower_limit_raw,p_value_raw
52708016,NCT03349060,103640366,SUPERIORITY,,Difference in Percentage,15.8,,,,0.0019,TWO_SIDED,95.0,7.5,24.0,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 12: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,24.0,7.5,0.0019
52708017,NCT03349060,103640366,SUPERIORITY,,Difference in Percentage,33.3,,,<,0.0001,TWO_SIDED,95.0,24.0,42.7,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 12: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,42.7,24.0,<0.0001
52708018,NCT03349060,103640367,SUPERIORITY,,Difference in Percentage,10.8,,,,0.0151,TWO_SIDED,95.0,3.3,18.3,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 2: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,18.3,3.3,0.0151
52708019,NCT03349060,103640367,SUPERIORITY,,Difference in Percentage,30.0,,,<,0.0001,TWO_SIDED,95.0,21.0,39.0,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 2: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,39.0,21.0,<0.0001
52736805,NCT01311661,103694962,SUPERIORITY_OR_OTHER,,Mean Difference (Final Values),33.327,STANDARD_ERROR_OF_MEAN,3.028,<,0.0001,,95.0,27.375,39.278,,,Mixed Models Analysis,"Adjusted using a mixed model with treatment, period and study baseline value as fixed effects; and patients as random effect.",Olo 10 mcg qd minus Placebo,,,39.278,27.375,<0.0001
52648540,NCT02712008,103521003,SUPERIORITY,,Least square mean difference,2.15,,,,0.1665,TWO_SIDED,95.0,-0.9,5.2,,Threshold for significance at 0.05 level.,ANCOVA,,,"Analysis was performed using ANCOVA model with baseline measurement as a covariate, and treatment group and BCVA stratification variable as fixed factors.",,5.20,-0.90,0.1665
52648541,NCT02712008,103521003,SUPERIORITY,,Least square mean difference,1.9,,,,0.2223,TWO_SIDED,95.0,-1.16,4.95,,Threshold for significance at 0.05 level.,ANCOVA,,,"Analysis was performed using ANCOVA model with baseline measurement as a covariate, and treatment group and BCVA stratification variable as fixed factors.",,4.95,-1.16,0.2223
52648542,NCT02712008,103521003,SUPERIORITY,,Least square mean difference,0.39,,,,0.7943,TWO_SIDED,95.0,-2.54,3.32,,Threshold for significance at 0.05 level.,ANCOVA,,,"Analysis was performed using ANCOVA model with baseline measurement as a covariate, and treatment group and BCVA stratification variable as fixed factors.",,3.32,-2.54,0.7943
52648543,NCT02712008,103521003,SUPERIORITY,,Least square mean difference,0.66,,,,0.6655,TWO_SIDED,95.0,-2.35,3.67,,Threshold for significance at 0.05 level.,ANCOVA,,,"Analysis was performed using ANCOVA model with baseline measurement as a covariate, and treatment group and BCVA stratification variable as fixed factors.",,3.67,-2.35,0.6655
52648544,NCT02712008,103521003,SUPERIORITY,,Least square mean difference,2.33,,,,0.1278,TWO_SIDED,95.0,-0.67,5.33,,Threshold for significance at 0.05 level.,ANCOVA,,,"Analysis was performed using ANCOVA model with baseline measurement as a covariate, and treatment group and BCVA stratification variable as fixed factors.",,5.33,-0.67,0.1278
52648545,NCT02712008,103521003,SUPERIORITY,,Least square mean difference,-1.51,,,,0.3159,TWO_SIDED,-1.51,-4.47,1.45,,Threshold for significance at 0.05 level.,ANCOVA,,,"Analysis was performed using ANCOVA model with baseline measurement as a covariate, and treatment group and BCVA stratification variable as fixed factors.",,1.45,-4.47,0.3159
52736806,NCT01311661,103694963,SUPERIORITY_OR_OTHER,,Mean Difference (Final Values),-1.581,STANDARD_ERROR_OF_MEAN,0.346,<,0.0001,,95.0,-2.262,-0.9,,,Mixed Models Analysis,"Adjusted using a mixed model with treatment, period and study baseline value as fixed effects; and patients as random effect.",Olo 2.5 mcg bid minus Placebo,,,-0.900,-2.262,<0.0001
52708020,NCT03349060,103640367,SUPERIORITY,,Difference in Percentage,21.2,,,,0.001,TWO_SIDED,95.0,10.2,32.3,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 4: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,32.3,10.2,0.0010
52708021,NCT03349060,103640367,SUPERIORITY,,Difference in Percentage,37.9,,,<,0.0001,TWO_SIDED,95.0,26.6,49.3,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 4: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,49.3,26.6,<0.0001
52708022,NCT03349060,103640367,SUPERIORITY,,Difference in Percentage,23.5,,,,0.0003,TWO_SIDED,95.0,12.6,34.3,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 8: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,34.3,12.6,0.0003
52708023,NCT03349060,103640367,SUPERIORITY,,Difference in Percentage,41.7,,,<,0.0001,TWO_SIDED,95.0,30.7,52.7,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 8: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,52.7,30.7,<0.0001
52708024,NCT03349060,103640367,SUPERIORITY,,Difference in Percentage,19.6,,,,0.0026,TWO_SIDED,95.0,8.1,31.1,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 12: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,31.1,8.1,0.0026
52708025,NCT03349060,103640367,SUPERIORITY,,Difference in Percentage,40.0,,,<,0.0001,TWO_SIDED,95.0,28.3,51.7,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 12: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,51.7,28.3,<0.0001
52589297,NCT00352053,103397291,SUPERIORITY_OR_OTHER,,,,,,,0.67,,95.0,,,,No adjustments for multiple comparisons were made.,Fisher Exact,No adjustments were made.,,Null hypothesis: Percentage of participants who had at least a 1.0 log10 copies/mL decrease from baseline to Week 24 in HIV-1 RNA for the tenofovir DF and placebo groups is equal. Alternative hypothesis: Percentage of participants who had at least a 1.0 log10 copies/mL decrease from baseline to Week 24 in HIV-1 RNA for the tenofovir DF and placebo groups is different (two-sided).,,,,0.67
52589298,NCT00352053,103397292,SUPERIORITY_OR_OTHER,,,,,,,0.67,,95.0,,,,No adjustments for multiple comparisons were made.,Fisher Exact,No adjustments were made.,,Null hypothesis: Percentage of participants who had at least a 1.0 log10 copies/mL decrease from baseline to Week 48 in HIV-1 RNA for the tenofovir DF and placebo groups is equal. Alternative hypothesis: Percentage of participants who had at least a 1.0 log10 copies/mL decrease from baseline to Week 48 in HIV-1 RNA for the tenofovir DF and placebo groups is different (two-sided).,,,,0.67
52589299,NCT00352053,103397299,SUPERIORITY_OR_OTHER,,,,,,,1.0,,95.0,,,,No adjustments for multiple comparisons were made.,Fisher Exact,No adjustments were made.,,Null hypothesis: Percentage of participants with HIV-1 RNA \< 400 copies/mL at Week 24 for the tenofovir DF and placebo groups is equal. Alternative hypothesis: Percentage of participants with HIV-1 RNA \< 400 copies/mL at Week 24 for the tenofovir DF and placebo groups is different (two-sided).,,,,1.00
52708026,NCT03349060,103640368,SUPERIORITY,,Difference in Percentage,1.3,,,,0.3151,TWO_SIDED,95.0,-2.9,5.6,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 2: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,5.6,-2.9,0.3151
52708027,NCT03349060,103640368,SUPERIORITY,,Difference in Percentage,6.0,,,,0.0292,TWO_SIDED,95.0,0.7,11.3,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 2: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,11.3,0.7,0.0292
52589300,NCT00352053,103397300,SUPERIORITY_OR_OTHER,,,,,,,0.38,,95.0,,,,No adjustments for multiple comparisons were made.,Fisher Exact,No adjustments were made.,,Null hypothesis: Percentage of participants with HIV-1 RNA \< 400 copies/mL at Week 48 for the tenofovir DF and placebo groups is equal. Alternative hypothesis: Percentage of participants with HIV-1 RNA \< 400 copies/mL at Week 48 for the tenofovir DF and placebo groups is different (two-sided).,,,,0.38
52528817,NCT03760146,103259772,NON_INFERIORITY,Noninferiority for a serotype was declared if the lower bound of the 2-sided 95% CI for the GMR for that serotype was greater than 0.5 (2-fold criterion).,Ratio of GMTs,1.23,,,,,TWO_SIDED,95.0,1.01,1.5,,,,,,Serotype 1: GMR (20vPnC Cohort 3 vs 20vPnC Cohort 1 60-64 years of age) and the 2-sided 95% CI,,1.50,1.01,
52589301,NCT00352053,103397307,SUPERIORITY_OR_OTHER,,,,,,,0.22,,95.0,,,,No adjustments for multiple comparisons were made.,Fisher Exact,No adjustments were made.,,Null hypothesis: Percentage of participants with HIV-1 RNA \< 50 copies/mL at Week 24 for the tenofovir DF and placebo groups is equal. Alternative hypothesis: Percentage of participants with HIV-1 RNA \< 50 copies/mL at Week 24 for the tenofovir DF and placebo groups is different (two-sided).,,,,0.22
52708028,NCT03349060,103640368,SUPERIORITY,,Difference in Percentage,-0.2,,,,0.9402,TWO_SIDED,95.0,-5.9,5.5,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 4: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,5.5,-5.9,0.9402
52708029,NCT03349060,103640368,SUPERIORITY,,Difference in Percentage,15.3,,,,0.0019,TWO_SIDED,95.0,7.3,23.2,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 4: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,23.2,7.3,0.0019
52736807,NCT01311661,103694963,SUPERIORITY_OR_OTHER,,Mean Difference (Final Values),-1.426,STANDARD_ERROR_OF_MEAN,0.345,<,0.0001,,95.0,-2.104,-0.748,,,Mixed Models Analysis,"Adjusted using a mixed model with treatment, period and study baseline value as fixed effects; and patients as random effect.",Olo 5 mcg qd minus Placebo,,,-0.748,-2.104,<0.0001
52708030,NCT03349060,103640368,SUPERIORITY,,Difference in Percentage,10.8,,,,0.0078,TWO_SIDED,95.0,4.2,17.4,,P-value was adjusted by randomization strata (baseline disease severity and age category).,Cochran-Mantel-Haenszel,,,Week 8: The estimate and CI for difference were calculated based on the weighted average of difference for each randomization stratum using the normal approximation of binomial proportions.,,17.4,4.2,0.0078
52469359,NCT02294734,103160556,SUPERIORITY_OR_OTHER_LEGACY,,Posterior Median Ratio,1.12,,,,94.02,TWO_SIDED,95.0,0.97,1.29,,The data entered for the p-value represents the posterior probability that the true treatment ratio is greater than 1. P-value is denoted in percentage.,Bayesian repeated measures model,"Non-informative priors used for all modelling parameters. Unstructured covariance matrix fitted, accounting for correlation within region and visit.",FRC; Scan Trimmed; Lobes; RLL; D12D28. The data entered to the 95% confidence interval represents the 95% equi-tailed credible interval.,,,1.29,0.97,94.02
52469360,NCT02294734,103160556,SUPERIORITY_OR_OTHER_LEGACY,,Posterior Median Ratio,1.01,,,,53.24,TWO_SIDED,95.0,0.87,1.17,,The data entered for the p-value represents the posterior probability that the true treatment ratio is greater than 1. P-value is denoted in percentage.,Bayesian repeated measures model,"Non-informative priors used for all modelling parameters. Unstructured covariance matrix fitted, accounting for correlation within region and visit.",FRC; Scan Trimmed; Lobes; LLL; SCRD12. The data entered to the 95% confidence interval represents the 95% equi-tailed credible interval.,,,1.17,0.87,53.24
