id,nct_id,ctgov_group_code,result_type,title,description,outcome_id
325027306,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527619.0
325027307,NCT01610414,OG002,Outcome,No Group,Subjects who were not assigned to any group (subjects from pre-vaccination visit).,103527619.0
325424031,NCT01053663,OG001,Outcome,Oseltamivir: Age 31 to 90 Days,"Participants aged 31 to 90 days received oseltamivir 2.5 mg/kg twice daily (every 12 hours) IV over 5 or 6 days for a total of 10 doses. For participants who did not receive all 10 doses IV, treatment could be completed with oral oseltamivir suspension (twice daily). If medically necessary, participants were allowed to receive an additional 10 doses of IV or oral oseltamivir after the initial 10 doses.",103647942.0
325027308,NCT00641745,OG000,Outcome,Lurasidone,Lurasidone 40 mg tablets (flexibly dosed): 40-120 mg/day,103527620.0
325027309,NCT00641745,OG001,Outcome,Risperidone,Risperidone 2 mg tablets (2-6 mg/day) flexibly dosed,103527620.0
325027310,NCT03726749,OG000,Outcome,Tocilizumab and Prednisone,"1. TCZ 162 mg administered by subcutaneous injection weekly for 52 weeks.
2. Prednisone taper over 8 weeks with a starting dose between 20 and 60 mg.

Tocilizumab: Tocilizumab is an interleukin-6 (IL-6) receptor inhibitor

Prednisone: Prednisone is an anti-inflammatory medication",103527621.0
325027311,NCT03726749,OG000,Outcome,Tocilizumab and Prednisone,"1. TCZ 162 mg administered by subcutaneous injection weekly for 52 weeks.
2. Prednisone taper over 8 weeks with a starting dose between 20 and 60 mg.

Tocilizumab: Tocilizumab is an interleukin-6 (IL-6) receptor inhibitor

Prednisone: Prednisone is an anti-inflammatory medication",103527622.0
325027312,NCT03726749,OG000,Outcome,Tocilizumab and Prednisone,"1. TCZ 162 mg administered by subcutaneous injection weekly for 52 weeks.
2. Prednisone taper over 8 weeks with a starting dose between 20 and 60 mg.

Tocilizumab: Tocilizumab is an interleukin-6 (IL-6) receptor inhibitor

Prednisone: Prednisone is an anti-inflammatory medication",103527623.0
325027313,NCT03726749,OG000,Outcome,Tocilizumab Plus Prednisone Treatment,"TCZ 162 mg administered by subcutaneous injection weekly for 52 weeks.

Prednisone taper over 8 weeks with a starting dose between 20 and 60 mg.",103527624.0
325027314,NCT03726749,OG000,Outcome,Tocilizumab and Prednisone,"1. TCZ 162 mg administered by subcutaneous injection weekly for 52 weeks.
2. Prednisone taper over 8 weeks with a starting dose between 20 and 60 mg.

Tocilizumab: Tocilizumab is an interleukin-6 (IL-6) receptor inhibitor

Prednisone: Prednisone is an anti-inflammatory medication",103527625.0
325027315,NCT01529827,OG000,Outcome,Treatment (Reduced Intensity Allogeneic PBSCT),"PREPARATIVE REGIMEN: Patients receive fludarabine phosphate IV over 30 minutes on days -5 to -2 and melphalan IV over 30 minutes on day -2. Patients undergo low-dose TBI BID on day -1. TRANSPLANTATION: Patients undergo allogeneic PBSCT on day 0. GvHD PROPHYLAXIS: Patients receive tacrolimus IV or PO BID on days -1 to 100 with taper over 4-6 months, MMF PO or IV every 6-8 hours on days -1 to 60, and methotrexate IV over 15 to 30 minutes on days 1, 3, and 6.

fludarabine phosphate: Given IV

melphalan: Given IV

total-body irradiation: Undergo TBI

tacrolimus: Given IV or PO

mycophenolate mofetil: Given IV or PO

methotrexate: Given IV

laboratory biomarker analysis: Correlative studies

allogeneic hematopoietic stem cell transplantation: Undergo allogeneic PBSCT

peripheral blood stem cell transplantation: Undergo PBSCT",103527626.0
325027316,NCT01529827,OG000,Outcome,Treatment (Reduced Intensity Allogeneic PBSCT),"PREPARATIVE REGIMEN: Patients receive fludarabine phosphate IV over 30 minutes on days -5 to -2 and melphalan IV over 30 minutes on day -2. Patients undergo low-dose TBI BID on day -1. TRANSPLANTATION: Patients undergo allogeneic PBSCT on day 0. GvHD PROPHYLAXIS: Patients receive tacrolimus IV or PO BID on days -1 to 100 with taper over 4-6 months, MMF PO or IV every 6-8 hours on days -1 to 60, and methotrexate IV over 15 to 30 minutes on days 1, 3, and 6.

fludarabine phosphate: Given IV

melphalan: Given IV

total-body irradiation: Undergo TBI

tacrolimus: Given IV or PO

mycophenolate mofetil: Given IV or PO

methotrexate: Given IV

laboratory biomarker analysis: Correlative studies

allogeneic hematopoietic stem cell transplantation: Undergo allogeneic PBSCT

peripheral blood stem cell transplantation: Undergo PBSCT",103527627.0
325027317,NCT01529827,OG000,Outcome,Treatment (Reduced Intensity Allogeneic PBSCT),"PREPARATIVE REGIMEN: Patients receive fludarabine phosphate IV over 30 minutes on days -5 to -2 and melphalan IV over 30 minutes on day -2. Patients undergo low-dose TBI BID on day -1. TRANSPLANTATION: Patients undergo allogeneic PBSCT on day 0. GvHD PROPHYLAXIS: Patients receive tacrolimus IV or PO BID on days -1 to 100 with taper over 4-6 months, MMF PO or IV every 6-8 hours on days -1 to 60, and methotrexate IV over 15 to 30 minutes on days 1, 3, and 6.

fludarabine phosphate: Given IV

melphalan: Given IV

total-body irradiation: Undergo TBI

tacrolimus: Given IV or PO

mycophenolate mofetil: Given IV or PO

methotrexate: Given IV

laboratory biomarker analysis: Correlative studies

allogeneic hematopoietic stem cell transplantation: Undergo allogeneic PBSCT

peripheral blood stem cell transplantation: Undergo PBSCT",103527628.0
325027318,NCT01529827,OG000,Outcome,Treatment (Reduced Intensity Allogeneic PBSCT),"PREPARATIVE REGIMEN: Patients receive fludarabine phosphate IV over 30 minutes on days -5 to -2 and melphalan IV over 30 minutes on day -2. Patients undergo low-dose TBI BID on day -1. TRANSPLANTATION: Patients undergo allogeneic PBSCT on day 0. GvHD PROPHYLAXIS: Patients receive tacrolimus IV or PO BID on days -1 to 100 with taper over 4-6 months, MMF PO or IV every 6-8 hours on days -1 to 60, and methotrexate IV over 15 to 30 minutes on days 1, 3, and 6.

fludarabine phosphate: Given IV

melphalan: Given IV

total-body irradiation: Undergo TBI

tacrolimus: Given IV or PO

mycophenolate mofetil: Given IV or PO

methotrexate: Given IV

laboratory biomarker analysis: Correlative studies

allogeneic hematopoietic stem cell transplantation: Undergo allogeneic PBSCT

peripheral blood stem cell transplantation: Undergo PBSCT",103527629.0
325027319,NCT02463331,OG000,Outcome,Chloroquine Plus Prednisone,"Chloroquine diphosphate 250mg/day associated to prednisone in variable doses

Chloroquine diphosphate: One pill of chloroquine diphosphate per day until the end of the study

prednisone: Prednisone 5-15 mg/day until the end of the study",103527630.0
325027320,NCT02463331,OG001,Outcome,Azathioprine Plus Prednisone,"azathioprine in variable doses (1-2mg/Kg/day) associated to prednisone in variable doses

prednisone: Prednisone 5-15 mg/day until the end of the study

azathioprine: azathioprine 1-2mg/Kg/day until the end of the study",103527630.0
324230781,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287147.0
324230782,NCT04969783,OG000,Outcome,Ventilated Cigarette Filter,"Filters with approximately 24-32% filter ventilation

Ventilated Cigarette Filter: Ventilated Cigarette Filter",103287148.0
325027321,NCT02463331,OG000,Outcome,Chloroquine Plus Prednisone,"Chloroquine diphosphate 250mg/day associated to prednisone in variable doses

Chloroquine diphosphate: One pill of chloroquine diphosphate per day until the end of the study

prednisone: Prednisone 5-15 mg/day until the end of the study",103527631.0
325027322,NCT02463331,OG001,Outcome,Azathioprine Plus Prednisone,"azathioprine in variable doses (1-2mg/Kg/day) associated to prednisone in variable doses

prednisone: Prednisone 5-15 mg/day until the end of the study

azathioprine: azathioprine 1-2mg/Kg/day until the end of the study",103527631.0
325042883,NCT03524664,OG000,Outcome,"Delayed ""Tuning in to Kids"" Intervention","Children with fetal alcohol spectrum disorder and their parents

Received the Tuning in to Kids intervention about 5-6 months after randomization.",103532054.0
325027323,NCT00826540,OG000,Outcome,Treatment (Sorafenib Tosylate and Bevacizumab),"Patients receive sorafenib tosylate orally twice daily on days 1-5 and 8-12 and bevacizumab IV over 30-90 minutes on day 1. Courses repeat every 14 days in the absence of disease progression or unacceptable toxicity. Blood samples are collected at baseline and then periodically during study treatment for laboratory biomarker and pharmacogenetic studies \>

\> sorafenib tosylate: Given orally

\>

\> bevacizumab: Given IV",103527632.0
325027324,NCT01564485,OG000,Outcome,Cardiac CT,"Patients randomized to cardiac CT will obtain a non-invasive assessment of their coronary arteries.

Cardiac CT: A cardiac CT involves a non-invasive test of the coronary arteries.",103527636.0
325027325,NCT01564485,OG001,Outcome,Usual Care,"Patients randomized to usual care will be assigned to continuing usual medical care with their primary care physician

Usual medical care: Patients would be treated by their primary care physicians with usual medical care with drugs such as lipid lowering medication, blood pressure lowering medications, and blood glucose lowering medications. The study will not specify which drugs to use and will it up to the individual physician's discretion.",103527636.0
325027326,NCT03147495,OG000,Outcome,the Study Group,The participants with medial compartment knee osteoarthritis and without lateral compartment knee osteoarthritis according to the Ahlbäck classification.,103527639.0
325027327,NCT03147495,OG001,Outcome,the Control Group,The healthy volunteers without knee osteoarthritis according to the American College of Rheumatology criteria for the classification and reporting of OA of the knee joint. Radiographic evidence of the knee with Ahlbäck classification grade 0.,103527639.0
325027328,NCT03147495,OG000,Outcome,the Study Group,The participants with medial compartment knee osteoarthritis and without lateral compartment knee osteoarthritis according to the Ahlbäck classification.,103527640.0
325027329,NCT03147495,OG001,Outcome,the Control Group,The healthy volunteers without knee osteoarthritis according to the American College of Rheumatology criteria for the classification and reporting of OA of the knee joint. Radiographic evidence of the knee with Ahlbäck classification grade 0.,103527640.0
325027330,NCT03147495,OG000,Outcome,the Study Group,The participants with medial compartment knee osteoarthritis and without lateral compartment knee osteoarthritis according to the Ahlbäck classification.,103527641.0
325027331,NCT03147495,OG001,Outcome,the Control Group,The healthy volunteers without knee osteoarthritis according to the American College of Rheumatology criteria for the classification and reporting of OA of the knee joint. Radiographic evidence of the knee with Ahlbäck classification grade 0.,103527641.0
325027332,NCT03147495,OG000,Outcome,the Study Group,The participants with medial compartment knee osteoarthritis and without lateral compartment knee osteoarthritis according to the Ahlbäck classification.,103527642.0
325027333,NCT03147495,OG001,Outcome,the Control Group,The healthy volunteers without knee osteoarthritis according to the American College of Rheumatology criteria for the classification and reporting of OA of the knee joint. Radiographic evidence of the knee with Ahlbäck classification grade 0.,103527642.0
325027334,NCT03147495,OG000,Outcome,the Study Group,The participants with medial compartment knee osteoarthritis and without lateral compartment knee osteoarthritis according to the Ahlbäck classification.,103527643.0
325027335,NCT03147495,OG001,Outcome,the Control Group,The healthy volunteers without knee osteoarthritis according to the American College of Rheumatology criteria for the classification and reporting of OA of the knee joint. Radiographic evidence of the knee with Ahlbäck classification grade 0.,103527643.0
323834260,NCT03210961,OG000,Outcome,PBO QD MAD,"This arm includes both non-Japanese and Japanese participants. In MAD period (Period 2), the non-Japanese participants received placebo matching PF-06826647 30, 100, 400, or 1200 mg once daily (QD) cohort while the Japanese participants received placebo matching PF-06826647 400 mg QD Japanese cohort, both for 10 days with standard meal.",103168325.0
325027336,NCT03147495,OG000,Outcome,the Study Group,The participants with medial compartment knee osteoarthritis and without lateral compartment knee osteoarthritis according to the Ahlbäck classification.,103527644.0
